policy_number,incident_date,incident_type,collision_type,incident_severity,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
280937,9/26/20 22:20,Parked Car,?,Minor Damage,2652,483,479,1697,N
595527,5/1/17 16:17,Multi-vehicle Collision,Side Collision,Total Loss,64647,7152,7110,49621,N
143615,5/12/24 14:28,Multi-vehicle Collision,Side Collision,Minor Damage,72589,5989,12060,53476,N
542838,4/22/19 9:12,Vehicle Theft,?,Minor Damage,4583,838,839,2991,Y
558285,6/11/17 2:03,Single Vehicle Collision,Front Collision,Total Loss,62540,6805,6822,46996,N
727194,10/26/21 5:53,Multi-vehicle Collision,Front Collision,Major Damage,70314,5880,11789,51824,N
727237,2/5/18 1:02,Multi-vehicle Collision,Side Collision,Major Damage,47709,8430,8593,29759,N
230284,6/26/20 14:55,Single Vehicle Collision,Front Collision,Total Loss,42858,8789,0,33952,N
736923,10/10/19 9:58,Parked Car,?,Trivial Damage,8793,1761,870,6169,N
728368,3/15/22 14:59,Single Vehicle Collision,Front Collision,Total Loss,66983,13388,6775,47367,N
368802,12/31/21 10:18,Multi-vehicle Collision,Front Collision,Major Damage,37463,4126,4134,29734,N
547327,10/25/16 13:52,Multi-vehicle Collision,Front Collision,Minor Damage,85671,13225,12975,58836,
492533,10/2/22 23:05,Multi-vehicle Collision,Side Collision,Major Damage,67790,12569,6161,50402,Y
616429,12/16/21 19:10,Multi-vehicle Collision,Side Collision,Total Loss,55395,6098,0,49056,N
579676,2/24/17 20:14,Vehicle Theft,?,Minor Damage,2269,251,249,1733,N
135285,5/4/16 9:51,Multi-vehicle Collision,Rear Collision,Minor Damage,62593,6194,12594,44002,
448038,3/9/21 15:33,Single Vehicle Collision,Side Collision,Major Damage,70135,7034,7075,55527,Y
654532,6/14/20 18:41,Single Vehicle Collision,Rear Collision,Total Loss,60752,11238,11057,38886,N
729619,11/29/19 13:49,Multi-vehicle Collision,Front Collision,Major Damage,70800,5807,11682,52613,N
234572,9/7/21 11:29,Multi-vehicle Collision,Rear Collision,Minor Damage,64820,7180,7206,50233,Y
336100,11/4/22 8:34,Single Vehicle Collision,Front Collision,Minor Damage,81263,7635,15264,61083,N
582996,10/15/21 2:22,Single Vehicle Collision,Front Collision,Major Damage,45536,8229,8335,29148,Y
395543,9/21/17 11:54,Vehicle Theft,?,Minor Damage,3851,421,850,2595,N
440030,5/16/17 7:24,Single Vehicle Collision,Side Collision,Major Damage,71655,6918,7010,56377,Y
679164,4/3/23 11:45,Vehicle Theft,?,Minor Damage,5589,1123,560,3855,N
165807,7/18/19 2:51,Single Vehicle Collision,Side Collision,Major Damage,57530,6464,12793,38764,Y
624799,2/22/19 3:59,Single Vehicle Collision,Front Collision,Major Damage,59699,5962,11884,40674,N
581687,6/4/24 5:52,Multi-vehicle Collision,Front Collision,Major Damage,77107,13854,13946,48431,N
844810,3/10/24 4:56,Single Vehicle Collision,Side Collision,Total Loss,79306,15854,7840,53593,N
522229,7/17/21 5:29,Single Vehicle Collision,Front Collision,Total Loss,81494,13636,20075,47576,N
229817,1/11/16 3:45,Multi-vehicle Collision,Front Collision,Total Loss,18005,2283,2279,13412,
504433,4/6/17 6:00,Single Vehicle Collision,Rear Collision,Minor Damage,40785,6708,6664,26829,N
648832,11/7/18 22:11,Single Vehicle Collision,Rear Collision,Total Loss,80118,12365,12486,56420,N
841274,2/16/24 5:11,Multi-vehicle Collision,Front Collision,Minor Damage,47887,4325,8558,34873,N
635074,6/26/16 16:56,Vehicle Theft,?,Trivial Damage,4117,820,415,2909,
141892,5/13/18 5:29,Multi-vehicle Collision,Side Collision,Total Loss,30396,2892,5834,20676,N
107841,12/21/20 23:15,Single Vehicle Collision,Front Collision,Minor Damage,57357,11431,11364,34252,N
616077,12/7/19 5:44,Multi-vehicle Collision,Side Collision,Major Damage,52072,9433,4595,37837,Y
333278,7/24/20 3:22,Multi-vehicle Collision,Side Collision,Major Damage,69731,6424,12851,51352,Y
806370,7/14/22 3:33,Vehicle Theft,?,Minor Damage,6809,1234,1249,4313,N
110631,3/19/22 10:57,Single Vehicle Collision,Rear Collision,Major Damage,60545,5680,5619,51080,N
737388,12/9/16 3:57,Multi-vehicle Collision,Rear Collision,Minor Damage,58647,11820,12198,36341,N
347808,12/9/22 4:34,Vehicle Theft,?,Minor Damage,5072,784,780,3549,Y
789107,7/5/22 18:55,Single Vehicle Collision,Rear Collision,Total Loss,85197,21273,7089,57192,N
315672,5/7/21 20:45,Single Vehicle Collision,Rear Collision,Minor Damage,90012,17876,9139,62490,N
435908,11/3/19 19:10,Single Vehicle Collision,Front Collision,Major Damage,40269,3672,7286,28987,Y
592314,4/15/18 0:19,Multi-vehicle Collision,Side Collision,Total Loss,64126,7087,6996,49503,N
327945,11/21/21 0:32,Single Vehicle Collision,Front Collision,Minor Damage,84495,7616,15360,60953,N
768564,4/19/22 19:21,Multi-vehicle Collision,Rear Collision,Total Loss,41402,9270,4569,27812,N
754761,5/5/20 0:33,Single Vehicle Collision,Front Collision,Major Damage,105164,18856,19008,67253,Y
322361,3/17/24 20:52,Single Vehicle Collision,Rear Collision,Minor Damage,91381,17916,9013,64440,N
381796,6/17/16 15:34,Multi-vehicle Collision,Front Collision,Minor Damage,29232,0,3611,25473,
169620,9/6/16 2:44,Single Vehicle Collision,Side Collision,Major Damage,56688,6388,12639,38215,
984302,8/4/23 19:12,Multi-vehicle Collision,Rear Collision,Minor Damage,58275,5170,10435,41701,N
405639,8/1/20 12:00,Vehicle Theft,?,Minor Damage,3840,430,861,2603,N
734100,7/22/19 23:53,Multi-vehicle Collision,Side Collision,Total Loss,92345,14452,21684,57919,N
541130,8/18/20 22:00,Multi-vehicle Collision,Front Collision,Minor Damage,85749,13201,12807,58607,N
437181,1/26/16 3:14,Single Vehicle Collision,Front Collision,Total Loss,71431,7112,14455,49916,
944717,3/8/21 22:50,Single Vehicle Collision,Side Collision,Major Damage,65804,5930,6099,55332,N
203486,7/24/17 15:03,Single Vehicle Collision,Side Collision,Total Loss,61819,6080,6058,50100,N
253662,10/20/17 1:25,Vehicle Theft,?,Trivial Damage,3208,582,293,2309,N
581284,2/8/18 4:16,Vehicle Theft,?,Minor Damage,2248,255,252,1759,N
369826,10/19/20 13:44,Multi-vehicle Collision,Rear Collision,Minor Damage,80519,16180,8021,56753,N
759784,3/1/18 10:14,Vehicle Theft,?,Minor Damage,5746,858,866,3834,N
795966,1/20/19 10:09,Single Vehicle Collision,Rear Collision,Major Damage,58447,5893,5811,46458,N
109299,1/22/24 19:58,Multi-vehicle Collision,Front Collision,Minor Damage,77396,15785,7967,54742,N
851743,12/19/19 18:42,Parked Car,?,Minor Damage,4642,937,477,3316,Y
862114,9/12/19 13:10,Parked Car,?,Trivial Damage,3166,582,578,2052,N
990478,10/28/18 3:01,Multi-vehicle Collision,Rear Collision,Minor Damage,57250,5210,10360,40891,N
268873,9/27/20 15:03,Multi-vehicle Collision,Front Collision,Major Damage,54270,6790,0,48908,Y
346024,10/1/20 2:39,Single Vehicle Collision,Side Collision,Minor Damage,57163,5666,11256,39479,N
833010,11/21/20 15:56,Single Vehicle Collision,Rear Collision,Total Loss,71060,7096,14245,49143,N
640396,4/20/20 1:04,Vehicle Theft,?,Trivial Damage,4160,821,407,2871,N
326697,1/20/24 1:06,Vehicle Theft,?,Trivial Damage,5974,543,1085,4322,Y
810853,3/27/23 4:11,Single Vehicle Collision,Side Collision,Major Damage,60119,11886,5948,41046,N
237204,9/21/23 20:53,Single Vehicle Collision,Side Collision,Major Damage,52816,4807,9605,38037,Y
222352,9/7/19 7:46,Multi-vehicle Collision,Rear Collision,Major Damage,50084,10241,5113,35004,Y
466589,10/30/23 21:12,Single Vehicle Collision,Rear Collision,Minor Damage,85313,15600,15502,55086,N
725565,1/19/19 9:04,Multi-vehicle Collision,Side Collision,Major Damage,47179,8666,8564,29959,N
757431,11/5/16 9:01,Multi-vehicle Collision,Rear Collision,Minor Damage,80353,7897,7950,64426,
904694,3/7/23 7:40,Multi-vehicle Collision,Side Collision,Major Damage,75949,12710,12650,50862,N
422770,11/5/23 19:20,Single Vehicle Collision,Rear Collision,Minor Damage,78060,15833,7889,54553,N
268744,5/15/22 22:21,Multi-vehicle Collision,Rear Collision,Major Damage,66587,9236,9333,46777,Y
134744,12/12/16 15:33,Single Vehicle Collision,Rear Collision,Minor Damage,47880,4876,9679,33579,N
257795,3/9/19 3:28,Single Vehicle Collision,Rear Collision,Major Damage,75232,13515,6759,53943,Y
232773,10/10/23 7:58,Multi-vehicle Collision,Front Collision,Major Damage,55864,11016,5535,38888,Y
118058,3/12/24 15:28,Vehicle Theft,?,Trivial Damage,7547,688,683,6126,N
443867,5/5/16 2:34,Single Vehicle Collision,Rear Collision,Total Loss,58458,11885,5903,40387,
646554,12/21/20 14:54,Multi-vehicle Collision,Front Collision,Minor Damage,77958,7779,15888,53807,N
823809,9/12/22 1:29,Multi-vehicle Collision,Side Collision,Minor Damage,42389,5166,5214,30926,N
415128,12/25/20 19:13,Single Vehicle Collision,Rear Collision,Minor Damage,79278,15758,7910,55386,N
433604,10/29/19 22:08,Multi-vehicle Collision,Side Collision,Minor Damage,64637,10954,10974,43805,N
695516,2/28/21 22:33,Multi-vehicle Collision,Rear Collision,Total Loss,53161,5369,10751,37481,N
720980,8/25/17 7:49,Multi-vehicle Collision,Side Collision,Total Loss,94336,14453,21600,56936,N
549083,1/28/24 1:22,Vehicle Theft,?,Minor Damage,4559,845,839,2953,Y
245155,4/14/21 20:59,Vehicle Theft,?,Trivial Damage,5796,699,697,4192,N
573474,8/28/20 7:44,Multi-vehicle Collision,Rear Collision,Minor Damage,57090,11504,5749,39822,N
153531,7/30/22 4:07,Single Vehicle Collision,Rear Collision,Minor Damage,50790,9167,9332,32501,N
226980,8/3/21 23:50,Multi-vehicle Collision,Rear Collision,Major Damage,49919,9970,4985,35941,Y
599372,3/22/16 21:55,Multi-vehicle Collision,Side Collision,Major Damage,73496,7429,14852,51785,
420639,8/5/19 5:34,Vehicle Theft,?,Minor Damage,6047,1038,1025,4088,N
606883,12/19/21 5:42,Single Vehicle Collision,Side Collision,Minor Damage,88060,8064,8073,71527,N
425489,12/16/15 0:45,Multi-vehicle Collision,Front Collision,Minor Damage,71376,12646,6335,51108,
782847,6/4/22 18:52,Single Vehicle Collision,Rear Collision,Total Loss,44559,4967,4955,34831,N
142372,5/29/17 21:27,Multi-vehicle Collision,Side Collision,Total Loss,28984,2915,5830,20275,N
725403,11/29/21 9:10,Multi-vehicle Collision,Side Collision,Major Damage,46900,8496,8626,29984,N
179356,11/19/17 0:23,Single Vehicle Collision,Front Collision,Minor Damage,61675,10375,10422,40395,N
560329,3/2/23 2:16,Single Vehicle Collision,Front Collision,Total Loss,61710,6850,6846,47019,N
251548,11/27/18 1:59,Single Vehicle Collision,Side Collision,Minor Damage,48785,4276,4459,39301,N
809677,7/22/16 19:56,Single Vehicle Collision,Side Collision,Major Damage,60338,11991,5995,41661,
920504,12/5/18 18:59,Multi-vehicle Collision,Front Collision,Minor Damage,73251,6763,13415,53714,N
875934,9/30/19 7:32,Multi-vehicle Collision,Front Collision,Minor Damage,98982,16148,16023,64942,N
922918,10/26/21 14:15,Multi-vehicle Collision,Side Collision,Minor Damage,43989,4931,4948,34228,N
281046,3/10/19 4:33,Single Vehicle Collision,Side Collision,Total Loss,77826,14182,7108,56522,N
643504,12/4/20 13:15,Single Vehicle Collision,Rear Collision,Minor Damage,54915,5404,5445,43718,N
785879,7/5/21 9:14,Single Vehicle Collision,Rear Collision,Major Damage,79103,7226,14589,57070,Y
909001,2/18/24 15:42,Multi-vehicle Collision,Side Collision,Major Damage,76122,12582,12807,50952,N
428857,3/21/18 15:07,Multi-vehicle Collision,Front Collision,Major Damage,47734,5982,5962,36051,Y
923588,9/26/19 19:56,Parked Car,?,Minor Damage,5915,980,1011,3977,N
746447,5/1/22 23:57,Single Vehicle Collision,Front Collision,Major Damage,67365,8604,0,59183,Y
803432,9/3/19 3:27,Vehicle Theft,?,Minor Damage,6885,1242,1253,4320,N
703354,3/30/18 16:28,Vehicle Theft,?,Trivial Damage,4414,0,553,3880,N
545804,3/2/22 9:18,Vehicle Theft,?,Minor Damage,4609,834,848,2935,Y
328397,3/11/21 0:59,Vehicle Theft,?,Trivial Damage,5924,539,1073,4287,Y
584059,6/28/16 19:05,Multi-vehicle Collision,Rear Collision,Major Damage,64989,7094,7097,50199,
933378,9/12/17 2:10,Single Vehicle Collision,Rear Collision,Total Loss,46006,4161,8447,32998,N
264519,11/15/22 12:05,Single Vehicle Collision,Rear Collision,Minor Damage,56027,6181,12435,37902,N
243507,2/23/24 21:06,Vehicle Theft,?,Trivial Damage,5592,695,708,4173,N
231236,12/22/23 3:13,Single Vehicle Collision,Rear Collision,Total Loss,56925,6356,6212,44593,N
802554,9/28/17 2:44,Single Vehicle Collision,Rear Collision,Total Loss,86663,21443,7196,57103,N
127510,7/8/21 20:50,Single Vehicle Collision,Side Collision,Major Damage,98974,8998,17986,70878,Y
679809,9/10/16 7:03,Multi-vehicle Collision,Rear Collision,Minor Damage,53151,9587,9607,33677,
760891,2/23/20 6:23,Multi-vehicle Collision,Side Collision,Major Damage,51772,5227,10375,36564,N
438697,11/20/18 11:08,Single Vehicle Collision,Front Collision,Major Damage,39537,3637,7205,29019,Y
344240,7/17/22 23:31,Multi-vehicle Collision,Side Collision,Minor Damage,60991,5042,9870,45377,N
435928,1/8/17 11:16,Single Vehicle Collision,Front Collision,Total Loss,71058,7015,14314,49362,N
941657,5/19/16 9:19,Multi-vehicle Collision,Side Collision,Major Damage,52945,4454,8766,40114,
553203,12/29/16 0:28,Multi-vehicle Collision,Side Collision,Major Damage,42980,0,6156,36679,Y
859612,4/27/18 13:17,Parked Car,?,Minor Damage,6184,559,1154,4481,N
890084,1/26/24 7:34,Single Vehicle Collision,Front Collision,Total Loss,55132,5653,5496,44780,N
917873,7/10/21 23:00,Single Vehicle Collision,Front Collision,Major Damage,55360,5464,5563,43775,N
376019,9/9/22 23:19,Single Vehicle Collision,Side Collision,Minor Damage,65797,13026,13124,38697,N
716005,5/16/23 8:02,Multi-vehicle Collision,Side Collision,Total Loss,93898,14437,21492,57955,N
936503,2/21/21 23:21,Multi-vehicle Collision,Rear Collision,Total Loss,39770,5105,0,35358,N
429098,8/21/18 21:32,Vehicle Theft,?,Minor Damage,6231,1031,1020,4043,N
378948,12/3/17 7:09,Single Vehicle Collision,Side Collision,Minor Damage,63691,13080,12883,38743,N
525947,6/20/19 14:24,Multi-vehicle Collision,Side Collision,Major Damage,72243,12134,6127,54429,N
558942,5/22/16 12:34,Single Vehicle Collision,Side Collision,Major Damage,84295,20861,13784,48087,
921978,8/25/22 23:50,Single Vehicle Collision,Rear Collision,Total Loss,86668,15870,15917,54831,N
220721,2/13/19 2:38,Vehicle Theft,?,Trivial Damage,7130,1181,594,5380,N
606532,12/28/20 14:06,Multi-vehicle Collision,Side Collision,Major Damage,73876,7438,15141,52139,Y
445072,7/27/19 20:55,Multi-vehicle Collision,Side Collision,Minor Damage,74823,12583,12644,50691,N
979125,5/8/18 16:48,Multi-vehicle Collision,Front Collision,Major Damage,57945,6466,6657,45896,Y
358730,2/6/21 23:52,Parked Car,?,Trivial Damage,4928,903,447,3598,N
843965,8/20/16 17:49,Single Vehicle Collision,Front Collision,Total Loss,70476,12772,6377,51001,
308041,12/23/19 23:01,Multi-vehicle Collision,Front Collision,Minor Damage,64603,11674,11873,41288,N
710287,9/10/16 23:47,Multi-vehicle Collision,Side Collision,Total Loss,93182,14378,21750,58115,
797746,6/11/18 3:22,Multi-vehicle Collision,Front Collision,Minor Damage,67613,6705,6659,53704,N
784907,12/17/23 14:32,Multi-vehicle Collision,Side Collision,Major Damage,52437,5220,10130,36974,N
141691,2/12/19 9:54,Single Vehicle Collision,Side Collision,Total Loss,56834,5805,5740,45180,N
529321,2/21/21 14:59,Single Vehicle Collision,Front Collision,Minor Damage,89138,15132,14983,60666,N
641526,6/25/21 6:48,Multi-vehicle Collision,Rear Collision,Total Loss,59836,4588,9307,46310,Y
995759,6/11/24 5:04,Single Vehicle Collision,Rear Collision,Major Damage,71177,0,7942,62816,Y
383846,4/8/22 15:50,Single Vehicle Collision,Side Collision,Major Damage,63640,10461,10461,42125,N
924822,7/8/22 22:09,Vehicle Theft,?,Minor Damage,7486,682,687,6097,N
154503,3/11/16 18:24,Parked Car,?,Trivial Damage,2817,514,261,2062,
400492,1/22/16 7:16,Multi-vehicle Collision,Front Collision,Major Damage,32137,5389,5437,21489,
936255,3/10/23 19:16,Vehicle Theft,?,Trivial Damage,2685,297,302,2124,N
877497,12/1/18 23:01,Multi-vehicle Collision,Rear Collision,Total Loss,52067,5134,10398,36198,N
205895,11/2/21 13:27,Single Vehicle Collision,Rear Collision,Minor Damage,67148,10281,10098,46435,N
500847,5/14/17 13:36,Single Vehicle Collision,Side Collision,Total Loss,74801,13683,13735,48762,N
984317,8/4/16 8:54,Single Vehicle Collision,Front Collision,Major Damage,59610,10779,10899,38610,
437786,12/22/20 15:59,Single Vehicle Collision,Rear Collision,Total Loss,100428,18632,18142,64041,N
351167,6/9/22 7:33,Single Vehicle Collision,Rear Collision,Major Damage,71471,7093,14326,49611,Y
349064,7/22/19 15:31,Single Vehicle Collision,Rear Collision,Total Loss,58201,10705,10525,37311,N
520576,9/7/21 19:51,Single Vehicle Collision,Side Collision,Major Damage,72079,6550,13070,52731,Y
664899,5/3/20 23:28,Multi-vehicle Collision,Rear Collision,Major Damage,59005,13044,6688,39610,Y
619743,4/10/23 10:57,Vehicle Theft,?,Minor Damage,7914,772,781,6229,N
248922,10/7/21 2:05,Single Vehicle Collision,Side Collision,Minor Damage,48332,4475,4406,40192,N
259374,9/13/22 10:55,Multi-vehicle Collision,Rear Collision,Major Damage,81641,7301,14737,58518,Y
640766,12/11/16 6:06,Single Vehicle Collision,Rear Collision,Total Loss,79811,12302,12611,55354,N
652618,10/4/20 14:15,Single Vehicle Collision,Rear Collision,Total Loss,78527,12289,12284,55337,N
984227,8/31/22 5:14,Multi-vehicle Collision,Front Collision,Minor Damage,40010,4003,4013,32493,N
282429,10/19/17 0:20,Single Vehicle Collision,Side Collision,Major Damage,70554,6463,12624,51926,N
631039,3/27/17 11:55,Single Vehicle Collision,Front Collision,Major Damage,59486,5931,11808,41457,N
389122,5/3/23 19:04,Single Vehicle Collision,Side Collision,Total Loss,69931,6939,6996,55711,N
987455,1/25/20 0:09,Multi-vehicle Collision,Side Collision,Total Loss,94363,8705,8862,77663,N
228115,10/26/22 23:56,Multi-vehicle Collision,Front Collision,Major Damage,54644,11063,5598,38825,Y
229668,1/7/23 19:10,Single Vehicle Collision,Rear Collision,Total Loss,57075,6259,6247,44613,N
107424,12/5/21 7:18,Single Vehicle Collision,Front Collision,Minor Damage,56794,11064,11312,33436,N
855803,8/7/19 16:05,Parked Car,?,Minor Damage,7509,735,1481,5141,N
261695,11/3/19 10:49,Multi-vehicle Collision,Rear Collision,Major Damage,80235,7318,14832,58262,Y
989361,10/11/19 11:03,Multi-vehicle Collision,Rear Collision,Minor Damage,57251,5218,10405,42005,N
790031,4/3/23 3:23,Multi-vehicle Collision,Rear Collision,Total Loss,41278,9077,4715,28398,N
257723,1/10/16 2:40,Multi-vehicle Collision,Rear Collision,Major Damage,79593,7352,14709,58740,
918720,4/13/18 23:14,Multi-vehicle Collision,Rear Collision,Total Loss,39598,5018,0,35112,N
637259,4/3/21 9:06,Vehicle Theft,?,Trivial Damage,4069,820,413,2858,N
148906,9/18/21 6:39,Multi-vehicle Collision,Front Collision,Total Loss,62265,7008,6820,47634,N
917164,4/28/18 6:00,Single Vehicle Collision,Front Collision,Total Loss,61787,6847,6913,47687,N
816576,7/22/21 10:53,Single Vehicle Collision,Rear Collision,Total Loss,84267,21278,7089,56339,N
638549,8/31/17 22:39,Multi-vehicle Collision,Rear Collision,Total Loss,59712,4533,9031,46199,Y
539096,4/30/17 6:50,Single Vehicle Collision,Front Collision,Minor Damage,91468,15248,14875,61607,N
120774,7/9/17 7:12,Vehicle Theft,?,Trivial Damage,7479,680,675,6156,N
