months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit
408,57,519868,4/10/02 22:22,OH,100/300,504,995.4641976,0
137,35,156802,10/16/97 2:52,OH,100/300,1002,1540.986239,0
10,26,578373,3/22/01 9:08,IN,100/300,2010,764.8690329,0
75,25,106679,3/30/04 20:44,IL,500/1000,991,1389.776323,0
227,38,281830,6/22/07 17:40,OH,500/1000,496,965.2524082,0
180,39,981108,10/5/10 1:02,IL,250/500,504,1362.464216,0
359,51,552403,2/24/02 13:01,IL,500/1000,981,1538.908401,0
67,26,439443,10/17/19 14:59,IL,250/500,1008,972.0241342,0
263,46,348483,4/1/10 10:34,IL,500/1000,997,1251.009173,0
64,25,921130,10/25/05 12:57,IL,250/500,1009,956.8009592,0
183,38,736343,9/13/93 0:58,OH,100/300,506,925.2782812,0
209,37,217213,7/27/94 18:27,IN,500/1000,2001,1068.261265,0
432,58,1001901,10/16/22 0:31,OH,250/500,2003,1389.275149,5025382
149,31,747715,6/18/23 21:11,IN,250/500,501,1034.763825,6009541
463,57,407518,6/23/10 15:43,IL,250/500,498,1047.609235,0
107,26,730296,12/10/03 21:52,OH,100/300,500,975.4581402,0
108,31,709637,1/22/03 3:21,IL,100/300,1995,1015.411157,5037611
120,35,116833,5/11/95 5:41,OH,100/300,1008,1434.383449,0
211,41,804630,3/7/05 13:09,IL,500/1000,499,1383.972061,4030465
121,34,567522,2/2/07 18:50,IN,500/1000,499,1266.712643,0
10,19,217447,11/21/03 23:58,IN,250/500,1000,1193.4583,0
187,33,781214,5/8/11 15:27,IN,100/300,988,1348.218025,0
39,28,450207,2/8/03 19:00,OH,500/1000,500,1115.051307,4050875
426,59,299752,7/5/95 17:07,IN,250/500,500,1361.585563,7013113
288,48,820320,6/5/14 0:58,IL,250/500,502,1181.094622,4870272
212,39,607228,4/2/99 10:46,OH,500/1000,992,988.7898668,0
426,60,688168,5/12/98 3:44,OH,250/500,2014,1321.29002,6940746
241,43,546697,7/9/05 2:37,OH,100/300,503,1273.181766,4003055
312,48,661080,2/25/23 9:48,IN,100/300,505,1496.027031,0
177,38,991146,8/30/17 16:41,IL,250/500,505,1372.003193,0
97,31,168567,7/12/24 11:28,IN,100/300,495,677.0273086,0
210,37,218291,9/25/18 13:13,IN,500/1000,2020,1030.605554,0
290,47,882442,3/16/01 1:50,IN,250/500,984,1387.72659,0
267,41,278444,11/10/20 5:17,OH,500/1000,2023,1617.870578,0
193,40,173585,2/22/12 15:13,IL,100/300,976,1414.538794,0
301,46,915482,2/1/17 3:17,OH,100/300,1009,1159.444399,6970380
64,29,133937,10/10/01 2:42,OH,250/500,2008,1454.647078,5009353
245,38,875030,7/28/17 21:55,IN,100/300,1996,1015.887935,0
300,46,670324,5/10/01 13:16,OH,500/1000,987,1112.129942,5995940
212,35,1003870,3/17/21 13:31,IL,100/300,493,1420.266621,0
440,59,795281,3/6/99 23:19,IN,100/300,1997,1132.624002,0
186,38,524289,3/24/22 12:10,OH,250/500,2014,1203.128355,0
113,34,624655,7/7/14 19:43,IN,250/500,504,1740.64342,0
121,31,434264,1/11/07 2:09,IN,100/300,999,1125.540425,0
292,47,868421,1/5/15 9:08,IN,250/500,1016,1407.997798,0
349,48,438335,12/14/07 23:47,IN,250/500,503,1450.380843,3054669
98,31,168150,11/29/96 20:52,IN,100/300,495,676.0691837,0
93,32,480878,5/30/16 0:22,IL,500/1000,506,1566.680703,0
127,28,431392,2/7/15 3:53,OH,500/1000,997,976.0232314,0
126,32,141618,7/25/94 5:55,IN,100/300,1002,1292.991301,0
334,48,804512,6/19/09 5:35,OH,250/500,989,1603.845962,0
161,37,925933,12/7/96 10:25,OH,500/1000,504,1372.528944,0
268,42,284395,1/4/06 3:30,IL,500/1000,1005,766.9181225,0
111,27,282393,12/23/07 19:36,OH,500/1000,993,1667.470063,0
177,39,986509,5/27/00 13:33,IL,250/500,499,1385.960193,0
97,27,940055,11/29/19 11:49,OH,250/500,987,1265.948544,0
484,61,231256,7/3/16 1:23,IL,100/300,1983,1299.757667,0
293,46,660163,1/25/22 12:13,OH,500/1000,997,1133.518561,6033257
108,31,724658,10/9/23 2:19,IL,100/300,1983,1019.316021,5001870
421,57,740092,7/7/24 10:26,IN,100/300,494,1934.213222,3995644
360,51,376761,10/3/13 10:33,IL,100/300,503,1283.273368,0
283,47,877695,11/20/20 7:21,OH,500/1000,2011,1415.35144,7140537
161,32,527265,12/2/96 9:23,IN,100/300,511,1245.703502,0
67,28,167832,8/21/06 14:48,IN,100/300,1966,1450.511327,0
281,49,886668,3/5/00 8:24,OH,500/1000,1978,1424.713984,7008966
33,32,261992,12/19/21 22:41,OH,100/300,505,1427.497863,4917627
249,43,383441,1/18/04 23:55,OH,500/1000,996,1258.966799,0
128,31,499964,8/16/06 13:45,OH,100/300,994,1059.501784,0
243,43,371214,4/4/22 20:30,IN,500/1000,501,1315.373164,0
56,42,658850,8/30/16 1:20,IL,250/500,504,1353.56321,0
293,45,736557,1/15/94 20:41,IL,100/300,498,1512.764225,0
238,40,838778,9/26/01 5:50,IN,100/300,497,1557.361144,8929557
246,41,617186,4/11/99 6:35,IN,100/300,1019,1131.824275,0
295,45,962411,4/20/09 23:23,OH,250/500,2029,1220.886759,0
120,34,640792,9/6/00 16:36,OH,100/300,988,930.1370043,0
268,45,985792,6/12/09 22:18,OH,250/500,502,971.0417333,0
122,34,594947,12/13/97 2:49,OH,500/1000,2031,1271.434828,0
255,41,259542,5/5/21 17:39,OH,100/300,1992,1312.918146,0
199,39,281045,3/30/14 5:11,OH,250/500,1001,1386.205363,0
245,38,485281,2/9/05 1:41,OH,250/500,1006,1272.993102,0
33,32,262528,9/15/04 19:33,OH,100/300,494,1391.12071,5131754
177,34,558135,7/2/98 20:23,IL,100/300,1004,1607.892312,0
83,29,634754,10/18/08 21:27,OH,250/500,1007,1121.681506,0
417,52,789006,8/20/17 14:36,IN,250/500,1004,984.0466723,0
415,56,565306,1/30/24 13:42,IL,250/500,1022,1604.830912,0
74,27,144583,7/21/13 1:14,OH,100/300,1004,1153.099013,0
32,38,361689,3/27/18 23:49,IL,100/300,502,999.4112506,6085804
117,30,979603,7/2/12 18:14,IN,500/1000,504,950.6421421,0
139,35,155622,3/29/01 22:41,OH,100/300,986,1552.890264,0
374,51,759671,3/11/05 7:56,OH,500/1000,2006,1344.580141,0
248,41,262955,8/18/00 18:42,OH,100/300,1963,1311.270822,0
226,43,642333,2/11/01 7:04,OH,500/1000,507,1236.372778,0
77,27,790500,1/10/99 11:53,IN,500/1000,2003,978.2716815,0
290,47,880277,2/9/08 17:29,IN,250/500,997,1397.857316,0
162,37,385790,11/3/14 8:08,IN,500/1000,1008,1195.390627,4029327
267,46,331514,7/3/11 2:53,OH,100/300,1997,1570.009593,0
289,45,938099,12/12/98 11:54,OH,250/500,1997,1209.855242,0
229,43,502898,10/2/22 3:40,IN,100/300,1975,1218.372992,0
217,42,737171,12/25/95 10:43,IL,250/500,506,1517.090526,0
262,41,427753,9/11/22 23:30,OH,100/300,495,1388.226972,0
338,48,435153,5/28/11 19:37,IN,250/500,498,1457.659593,2967006
284,41,678496,5/29/13 2:19,OH,500/1000,1981,1165.683255,0
266,41,279392,5/13/16 14:59,IL,500/1000,1019,753.893743,0
289,41,455286,5/4/98 14:10,IL,500/1000,2012,970.2123669,0
106,33,819230,10/1/09 21:09,IL,500/1000,504,1319.158468,0
430,58,686720,10/23/01 23:33,OH,250/500,1977,1328.784172,6977656
187,35,626731,7/7/97 6:04,OH,250/500,507,1216.136373,0
45,38,593438,8/9/94 9:02,IN,100/300,981,1217.681229,0
285,46,889400,8/27/04 21:39,IN,250/500,1015,1389.845455,0
109,27,286889,8/15/97 8:08,OH,500/1000,1009,1670.043635,0
99,31,171553,9/21/10 4:10,IN,100/300,498,682.827762,0
244,40,858040,12/30/18 8:58,IN,100/300,501,1539.887136,9092871
27,27,919715,8/4/98 15:08,IN,100/300,2036,1113.074642,0
138,35,644835,4/25/24 7:22,OH,500/1000,495,1111.812948,0
413,52,788217,10/30/03 7:18,IN,250/500,995,968.541462,0
45,39,590088,10/8/18 3:49,IN,100/300,1009,1187.347308,0
292,43,677028,6/9/20 9:35,IL,100/300,499,1571.17601,2997507
124,35,610986,11/7/04 18:28,OH,500/1000,1984,1282.918963,0
122,34,614208,5/26/01 22:38,OH,500/1000,2014,1253.591027,0
77,27,804406,7/29/95 16:03,IN,500/1000,2023,974.2048223,0
232,43,203579,12/17/00 19:38,IN,100/300,2021,1336.654988,0
262,43,879583,12/30/99 18:53,IL,500/1000,2044,1543.434841,0
172,39,945752,6/10/97 18:37,OH,250/500,501,1369.952106,4002086
232,37,784096,6/22/15 1:41,IL,500/1000,1009,1058.766337,0
322,46,940851,1/17/04 17:40,IL,500/1000,495,1358.958169,0
20,21,924061,12/13/18 23:36,OH,250/500,981,1402.059349,0
195,41,499997,10/6/09 22:12,OH,500/1000,991,1308.681563,0
63,24,430437,6/13/20 4:21,OH,250/500,2004,1654.56248,0
22,29,355889,9/5/99 18:59,IN,250/500,1983,1243.906631,5964026
263,45,996852,5/8/16 13:57,OH,250/500,496,985.11845,0
124,28,138603,3/19/97 13:28,IL,100/300,1986,1830.560061,0
114,33,614911,2/28/04 8:14,IN,250/500,499,1759.991679,0
264,45,343206,8/8/20 22:03,IL,500/1000,1007,1255.037539,0
62,24,264117,10/17/09 0:17,IN,100/300,497,921.7007271,0
201,37,978434,1/15/13 10:46,IN,250/500,501,1249.604815,0
226,44,639073,1/7/08 22:43,OH,500/1000,486,1224.862421,0
212,41,798606,9/23/01 17:19,IL,500/1000,503,1415.334253,3989064
317,46,762439,3/1/23 4:35,IN,250/500,986,1009.76583,0
279,41,641497,10/2/05 20:17,IL,250/500,1005,1002.957364,0
281,45,395019,1/15/24 10:35,IL,250/500,1964,1188.384096,0
109,31,150634,2/14/02 10:57,IN,250/500,2029,1106.353757,5992797
58,25,900967,9/16/16 16:58,IL,500/1000,2024,1136.779471,0
65,23,866652,12/6/98 4:36,OH,250/500,993,1095.947258,0
218,43,727473,6/8/99 6:32,IL,250/500,495,1506.209855,0
425,59,302392,10/7/12 20:15,IN,250/500,490,1325.237112,6928706
288,41,459549,11/20/94 18:21,IL,500/1000,1999,978.4104638,0
231,37,781363,1/8/12 5:52,IL,500/1000,1010,1066.856881,0
212,35,626381,4/28/00 13:34,IN,500/1000,2033,1113.924612,0
139,35,157019,1/19/15 5:59,OH,100/300,993,1513.018246,0
137,30,676592,2/13/02 4:41,OH,500/1000,505,1088.544498,4051973
298,46,731698,4/20/11 23:49,IL,100/300,494,1514.23211,0
56,42,649062,3/18/13 5:30,IL,250/500,499,1314.15097,0
204,40,787690,6/23/03 16:48,OH,250/500,2014,1323.90928,0
146,34,802127,3/24/11 6:06,IL,500/1000,997,1293.739064,0
97,25,726973,5/7/95 10:54,IN,500/1000,2002,1093.113767,0
149,37,527224,2/23/17 19:58,IN,250/500,1005,1315.80956,0
20,21,911964,2/21/05 16:17,OH,250/500,1001,1374.652537,0
66,23,863765,4/14/09 16:05,OH,250/500,1011,1090.35229,0
410,57,585215,3/5/17 22:03,IL,250/500,989,1598.214062,0
176,34,224844,2/4/04 9:18,IL,100/300,2020,1072.464101,0
108,31,144783,7/29/05 6:46,IN,250/500,1992,1130.959571,5987350
432,59,688468,1/27/19 2:41,OH,250/500,1988,1323.305179,6946281
459,58,538490,6/29/11 8:07,IN,100/300,990,1697.109979,0
225,41,343154,6/28/01 17:24,IN,250/500,2015,1198.181073,4855786
278,41,678747,7/3/06 10:40,OH,500/1000,1990,1133.58531,0
160,37,911960,5/21/00 6:15,OH,500/1000,502,1355.849989,0
107,31,149048,1/10/09 2:36,IN,250/500,1960,1112.837369,5846924
249,42,379928,5/28/14 11:24,OH,500/1000,989,1236.076604,0
27,27,913575,11/7/15 18:16,IN,100/300,2000,1111.483779,0
120,35,113976,4/5/02 21:20,OH,100/300,983,1451.426895,0
276,48,138861,5/8/09 15:01,IN,500/1000,2003,1150.661911,6955399
167,36,355931,1/20/03 21:06,IN,250/500,497,1516.258838,0
38,28,445371,10/26/23 17:57,OH,500/1000,496,1115.659846,4072171
147,37,953813,11/19/14 17:31,OH,500/1000,1000,1438.196981,5999568
27,28,959741,10/28/06 16:49,OH,500/1000,983,1081.038697,0
108,31,149299,11/1/22 9:54,IN,250/500,2040,1111.991887,6062451
84,29,624054,12/28/94 14:08,OH,250/500,981,1112.474669,0
107,32,718621,11/12/16 10:40,IL,100/300,2019,1021.116875,4955089
423,51,788240,12/3/96 15:39,IN,250/500,1009,957.3788491,0
273,45,769928,3/8/22 2:47,IN,500/1000,500,1404.218662,0
317,47,754017,10/21/12 17:06,IN,250/500,981,1010.601419,0
194,39,283303,7/13/93 6:14,OH,250/500,1007,1391.150937,0
471,62,590767,8/1/19 17:08,IL,100/300,508,1002.605082,0
254,43,794249,5/24/03 10:33,IN,100/300,997,961.182319,0
201,40,785168,7/28/96 1:08,OH,250/500,1986,1322.032265,0
191,40,175138,9/9/08 19:23,IL,100/300,1017,1402.463933,0
61,26,754518,3/9/11 2:59,OH,100/300,2002,1198.7014,6033710
288,44,672342,1/30/10 22:06,IL,100/300,505,1603.234953,3003828
173,33,177508,11/10/10 14:34,IN,250/500,2010,1137.610818,0
194,39,143004,10/26/06 4:18,IN,500/1000,2004,1475.944566,0
64,24,419687,9/27/99 5:24,OH,250/500,1992,1617.771411,0
114,30,359825,2/4/95 9:56,OH,500/1000,1005,1160.592177,0
474,62,590569,2/17/16 21:19,IL,100/300,495,991.1775223,0
109,31,150263,5/20/19 14:04,IN,250/500,2034,1100.522794,6030591
114,30,588196,4/29/10 4:17,IL,100/300,1001,1570.212834,0
74,25,106050,11/21/93 9:15,IL,500/1000,1011,1388.201524,0
164,32,362186,6/3/97 5:04,IN,500/1000,502,1134.907548,0
264,46,155923,8/24/12 17:09,IN,100/300,1010,865.878385,0
131,29,821938,9/11/93 18:42,IN,250/500,982,959.1367857,0
96,31,174527,5/13/00 16:41,IN,100/300,494,674.6508077,0
120,35,118770,8/13/12 8:49,OH,100/300,1000,1418.740394,0
35,30,800750,3/5/11 8:12,IN,500/1000,1984,653.3068211,0
301,43,685729,5/30/09 1:26,OH,500/1000,1004,667.0120384,7132867
296,49,831454,8/13/00 17:39,IL,250/500,505,1150.345679,5058341
252,42,592093,8/12/18 10:08,IN,500/1000,502,965.8630947,0
483,61,233098,5/29/23 17:02,IL,100/300,2018,1316.2739,0
374,51,121394,8/31/18 8:02,OH,100/300,989,1290.130595,0
178,34,225579,8/22/00 13:29,IL,100/300,1975,1055.812261,0
139,35,156685,9/10/04 18:31,OH,100/300,1008,1511.671701,0
45,31,922627,10/21/96 18:49,IN,100/300,493,1455.194432,0
240,40,850668,4/14/98 10:01,IN,100/300,503,1538.577486,8967441
164,37,396124,4/17/18 3:58,IN,500/1000,1002,1202.326536,4042337
82,27,120028,2/28/13 13:52,IL,100/300,995,1394.045379,0
200,40,799624,1/9/00 20:58,OH,250/500,2013,1300.246847,0
477,59,230130,10/17/95 2:25,IL,100/300,1953,1297.557073,0
81,27,119606,8/12/16 9:41,IL,100/300,997,1384.995465,0
175,33,568421,8/31/22 15:10,IL,100/300,983,1605.346405,0
45,38,584781,7/5/01 0:42,IN,100/300,990,1190.655367,0
100,26,732708,9/13/05 22:23,IN,500/1000,1987,1078.314455,0
264,41,428566,6/8/05 20:22,OH,100/300,502,1409.412966,0
78,24,901914,7/9/96 3:15,IN,100/300,499,1174.114309,0
347,50,508525,6/23/09 0:22,OH,250/500,496,1743.962624,0
65,26,446012,7/14/02 11:52,IL,250/500,1011,993.0533292,0
64,30,792431,8/10/14 20:44,OH,250/500,2007,1184.666712,0
256,41,262117,3/6/97 22:52,OH,100/300,2011,1320.403071,0
227,38,284747,8/31/93 10:22,OH,500/1000,503,958.8390746,0
341,49,440320,7/2/04 3:58,IN,250/500,508,1449.07616,3012020
290,48,825737,3/1/97 21:50,IL,250/500,510,1139.35829,4956973
41,33,164325,11/30/00 4:00,OH,250/500,497,1304.521942,0
65,27,540126,6/5/19 23:27,IN,100/300,1002,1152.292104,0
78,24,901953,2/19/24 17:51,IN,100/300,500,1168.957247,0
284,45,588221,5/27/16 11:51,IL,100/300,497,1080.55578,0
97,27,953161,3/14/99 12:52,OH,250/500,1002,1271.17381,0
432,58,781704,5/5/23 18:06,IN,100/300,2022,1161.250737,0
422,58,295694,5/31/02 8:46,IN,250/500,499,1364.290331,7004296
260,43,874497,10/21/13 2:12,IL,500/1000,2023,1524.732722,0
312,48,660134,3/31/16 18:09,IN,100/300,505,1521.418321,0
61,24,264854,11/21/02 8:37,IN,100/300,500,909.161166,0
238,38,855947,3/21/07 10:27,IN,100/300,1964,994.5236174,0
280,48,178538,5/12/07 3:06,IL,250/500,1007,1384.549481,0
263,42,926352,12/3/01 7:52,IN,100/300,502,1090.481617,4064609
350,48,534990,9/15/15 19:21,IL,500/1000,1985,1523.9209,5020862
139,31,277461,10/26/94 13:09,IN,500/1000,495,709.09676,6074686
360,51,545455,9/12/98 17:12,IL,500/1000,981,1524.384376,0
229,38,277755,7/27/00 2:01,OH,500/1000,495,966.5618571,0
125,30,252535,1/21/11 11:22,IL,250/500,1997,1168.655529,0
81,27,118973,4/4/06 22:13,IL,100/300,999,1379.657161,0
55,43,659031,12/14/95 2:22,IL,250/500,497,1356.613807,0
297,46,916357,5/17/96 4:20,OH,100/300,970,1155.039654,7090622
128,28,437314,5/23/94 4:56,OH,500/1000,999,988.7595877,0
64,25,910066,4/8/09 8:47,IL,250/500,1001,946.8110756,0
482,64,843045,3/9/94 19:36,IL,250/500,990,1283.441168,0
196,39,145275,3/4/17 15:47,IN,500/1000,1976,1489.016261,0
22,26,424560,11/15/97 9:06,OH,100/300,996,1279.115947,0
170,39,218609,7/31/06 4:23,IL,500/1000,1025,1390.865739,0
96,26,946634,6/16/16 16:00,OH,250/500,1008,1274.323908,0
343,48,439155,4/23/18 11:16,IN,250/500,504,1456.717195,2955433
211,36,464515,10/6/16 21:07,OH,100/300,2028,1191.156788,5009662
250,39,141794,2/4/09 7:47,OH,250/500,500,1459.52332,0
66,29,135621,1/13/19 5:50,OH,250/500,1987,1426.072372,4965715
427,59,299097,2/15/23 7:43,IN,250/500,508,1358.384374,7011927
198,34,914610,6/27/12 17:12,IN,250/500,993,824.28845,3038603
163,37,398038,5/22/11 12:19,IN,500/1000,1019,1224.647749,4012368
260,41,383815,11/25/02 3:24,OH,100/300,2017,1176.079546,0
420,56,727409,9/16/10 3:08,IN,100/300,506,1887.544718,3973627
193,40,175171,11/19/94 12:05,IL,100/300,1007,1422.590174,0
404,55,193016,12/24/95 4:27,OH,100/300,1012,1254.556498,4993406
250,45,225057,2/19/13 18:03,IN,500/1000,2002,1075.442857,0
368,50,774143,4/15/98 16:17,OH,500/1000,2010,1370.247781,0
201,40,814584,10/31/13 4:16,OH,250/500,2028,1315.560135,0
195,34,443171,6/29/22 14:10,IL,250/500,1000,1182.275248,0
215,38,816951,12/26/00 15:28,IN,250/500,500,1417.318641,0
231,38,281017,12/4/10 13:30,OH,500/1000,501,960.6995541,0
111,30,351433,7/19/98 5:46,OH,500/1000,989,1158.170559,0
82,27,119883,5/10/99 6:34,IL,100/300,999,1386.888423,0
68,28,168017,12/29/16 2:16,IN,100/300,2009,1482.229065,0
279,48,141202,11/24/05 19:11,IN,500/1000,1990,1137.314379,7055139
251,43,577484,12/19/20 7:20,OH,100/300,1979,1142.331842,0
433,59,772525,7/14/09 10:47,IN,100/300,2016,1132.500575,0
243,39,486493,8/28/01 5:52,OH,250/500,1002,1296.242077,0
45,31,918743,12/20/20 13:35,IN,100/300,504,1428.626547,0
327,47,530281,4/25/07 17:43,OH,250/500,991,1373.368785,0
233,41,175426,12/24/18 1:40,IN,100/300,1008,1028.365032,0
250,45,229492,8/3/16 13:52,IN,500/1000,1961,1060.024234,0
105,32,154897,12/28/13 4:13,IL,500/1000,2016,1384.548263,0
187,38,540995,7/7/01 13:13,OH,250/500,1985,1211.292087,0
84,29,634368,8/10/22 4:45,OH,250/500,1014,1126.107745,0
206,42,772281,2/16/10 7:29,IL,500/1000,1002,1222.674745,0
253,46,230704,9/7/09 22:13,IN,500/1000,2013,1075.495986,0
231,41,176466,7/12/15 5:51,IN,100/300,987,1031.911262,0
445,61,215061,2/26/17 8:29,OH,250/500,498,1034.486222,0
222,40,375023,5/15/21 19:44,IL,100/300,997,1209.997133,0
73,29,153324,7/22/20 6:25,IL,250/500,996,1459.550647,0
229,37,782039,2/11/05 14:13,IL,500/1000,994,1069.06759,0
150,37,920140,9/9/00 5:07,IN,250/500,496,1364.101432,0
112,29,237252,9/8/14 20:42,IL,250/500,502,1235.565971,1989121
394,58,514931,7/15/19 1:30,OH,100/300,486,978.7039803,0
376,49,787010,11/1/94 20:27,OH,500/1000,1981,1381.832978,0
278,48,142197,6/12/02 23:22,IN,500/1000,1991,1132.163268,6918520
250,43,574238,1/23/14 15:41,OH,100/300,2000,1157.713469,0
240,41,625019,1/30/13 13:53,IN,100/300,992,1115.683759,0
300,42,583305,8/16/22 12:03,IN,250/500,2003,1221.297661,0
211,39,621645,7/5/16 13:54,OH,500/1000,990,982.25227,0
287,45,583477,2/22/99 8:43,IL,100/300,503,1088.042268,0
128,28,601344,10/28/13 15:45,IN,250/500,500,1496.251354,0
263,43,867256,9/15/20 17:51,IL,500/1000,1972,1529.576857,0
250,43,382575,4/23/21 3:03,OH,500/1000,994,1258.49611,0
9,24,323206,8/14/98 17:13,IL,100/300,2024,1316.396998,0
293,45,750636,10/2/14 19:39,IL,100/300,497,1551.455543,0
144,31,410735,12/5/19 19:07,OH,250/500,1978,1082.908668,0
307,48,668607,10/17/12 22:19,IN,100/300,506,1554.605758,0
227,44,514014,6/29/05 0:32,IN,100/300,1993,1219.688743,0
1,33,384797,6/25/99 22:10,OH,250/500,1994,1383.183653,0
151,37,937538,1/17/11 16:36,IN,250/500,501,1379.499525,0
337,49,501240,5/18/16 16:01,OH,250/500,495,1752.300328,0
163,31,358635,4/28/04 20:43,IN,500/1000,509,1106.84163,0
107,31,353800,4/9/04 22:49,IN,250/500,495,1225.838297,7011521
36,29,818887,9/21/07 12:23,IN,500/1000,1987,650.9879453,0
224,41,335649,12/16/23 4:20,OH,500/1000,2002,1108.240555,0
241,39,482992,12/1/18 9:00,OH,250/500,1010,1247.534905,0
196,39,145264,11/30/99 12:39,IN,500/1000,2030,1493.267825,0
232,37,781572,7/26/08 10:02,IL,500/1000,984,1068.539393,0
389,53,706564,9/2/95 23:20,IL,500/1000,2030,792.122289,0
289,46,748109,11/7/07 4:00,IL,100/300,499,1538.909186,0
301,47,933317,7/15/20 23:07,OH,100/300,1003,1158.959468,7073955
107,26,719399,6/28/00 2:03,OH,100/300,501,970.716626,0
106,31,149344,12/6/15 18:15,IN,250/500,1998,1113.988185,5922065
299,46,907474,3/8/10 11:38,OH,100/300,981,1131.612127,7039342
231,40,134974,7/19/16 10:45,IN,100/300,496,1456.885724,0
350,48,537005,11/24/01 12:03,IL,500/1000,1971,1535.680853,5014341
163,37,388537,1/12/01 0:50,IN,500/1000,1002,1218.166019,4000026
206,39,616201,2/26/06 2:25,OH,500/1000,1011,987.6843782,0
444,58,988396,5/28/96 12:40,IN,100/300,2033,1378.718053,0
43,38,152009,7/6/00 21:52,OH,500/1000,998,1615.735889,0
27,32,328773,2/21/21 14:35,OH,100/300,503,1014.101762,0
113,30,583745,11/15/06 8:28,IL,100/300,1022,1569.181803,0
370,51,381917,3/17/17 6:23,IL,100/300,497,1279.043356,0
38,28,443445,8/27/99 23:10,OH,500/1000,503,1123.422883,3981816
76,25,106221,9/12/07 16:34,IL,500/1000,990,1376.847423,0
279,47,884026,12/25/13 15:42,OH,500/1000,2028,1432.067999,7139606
66,26,455585,3/31/23 10:49,IL,250/500,1013,989.0259756,0
144,33,808350,12/19/93 2:58,IL,500/1000,1003,1272.653248,0
245,39,491723,1/5/12 17:21,OH,250/500,1002,1258.232302,0
144,33,128512,9/26/14 12:21,OH,100/300,977,1337.738408,5910125
255,39,141376,8/23/05 11:58,OH,250/500,504,1457.421384,0
325,47,516659,5/30/00 2:04,OH,250/500,998,1402.776277,0
189,39,176356,1/18/19 6:52,IL,100/300,991,1380.678956,0
119,32,346171,1/9/97 5:11,IL,500/1000,1007,977.0692029,0
463,59,541468,11/5/21 19:35,IN,100/300,991,1671.536321,0
282,41,575430,10/13/93 7:12,OH,100/300,499,1210.29646,0
265,42,925359,5/17/05 3:42,IN,100/300,496,1080.367945,4006732
210,40,620383,1/21/13 18:04,OH,500/1000,1002,971.4566856,0
136,35,648172,1/21/07 4:14,OH,500/1000,504,1124.199094,0
431,58,1007132,1/29/02 1:34,OH,250/500,1994,1389.170286,4975948
61,24,269135,8/8/23 7:35,IN,100/300,498,943.2293207,0
67,26,438571,6/9/09 3:31,IL,250/500,1016,990.2261111,0
407,56,194327,10/14/09 11:45,OH,100/300,985,1230.596358,5054581
96,25,958745,9/30/95 17:03,OH,250/500,1000,1265.180549,0
61,26,767559,8/20/14 22:49,OH,100/300,2014,1189.374819,5933577
256,43,598074,5/9/01 7:00,IN,500/1000,503,990.8752776,0
45,38,593680,1/21/98 4:52,IN,100/300,1007,1178.919321,0
200,41,508587,4/25/06 2:22,OH,500/1000,984,1330.82313,0
212,39,615142,10/19/95 14:56,OH,500/1000,1009,990.3047834,0
453,62,531759,4/11/23 19:09,IN,250/500,1970,1608.371196,1993329
